text,sentiment,sentiment_source,target_brand,source,text_length,word_count,tweet_id,date
you can tell #sxsw is happening when 15 of your few iphone apps all have updates at the same day.,Positive,Brand-Specific,iPad or iPhone App,Provided,97,20,2881,
How the hell am I supposed to get the new IPad when I am stumbling around Austin during #SXSW #notwinning,Neutral,Brand-Specific,Unknown,Provided,105,20,2882,
I can't help but wonder if Apple sent extra iPad 2's to Austin-area stores?  #SXSW,Neutral,Brand-Specific,Unknown,Provided,82,15,2883,
I'll be helping @mention at 12:30 for the Twitter for Good at #sxsw at Icenhaur's. Come and join us  {link},Neutral,Brand-Specific,Unknown,Provided,107,20,2884,
Goal funnels in Google Analytics to track registrations. #srsly #sxsw #mitharvard,Neutral,Brand-Specific,Unknown,Provided,81,11,2885,
"Safe travels, everyone. Make sure to get your free Gogo inflight wifi and sign up for the Freshbooks shuttle!  {link} #sxsw",Neutral,Brand-Specific,Unknown,Provided,123,21,2886,
I'm insanely jealous of everyone with an iPad here at #SXSW. Seems like a great way to interact with the panels. ... next year?? :P,Positive,Brand-Specific,iPad,Provided,131,25,2887,
@mention email me so I can dd you to google document.  I need english speaking Twitter advocates - #sxsw worldwide event @mention,Neutral,Brand-Specific,Unknown,Provided,129,22,2888,
[#SXSW] Temporary apple store is just like a real store... by zbowling {link},Neutral,Brand-Specific,Unknown,Provided,77,13,2889,
Apple's temporary megastore at #SXSW could be model for future conferences/events: {link},Positive,Brand-Specific,Apple,Provided,89,12,2890,
Google seems to have sabotaged my YouTube account - WTF? Are they trying to OWN the entire online ecosystem?  VERY BAD FORM #SXSW,Negative,Brand-Specific,Google,Provided,129,23,2891,
Apple2 Open 'Pop Up' Temporary Store @mention #SXSW 4 iPad 2 Launch: Apple2 Open 'Pop Up' Temporary Store @mention SXSW 4 iPad 2 L #: {link},Neutral,Brand-Specific,Unknown,Provided,140,26,2892,
"Sweet siren call of #gsdm #google party starting downstairs, but I am wrapping #sxsw work at desk. Help me, Obi-Wan, you're my only hope!",Neutral,Brand-Specific,Unknown,Provided,137,24,2893,
Wonder when Google's #impactdashboard (being demoed now) will become part of Google Analytics #bavcid #SXSW,Neutral,Brand-Specific,Unknown,Provided,107,15,2894,
Pretty even split between Android and iPhone at #sxsw this year.,Neutral,Brand-Specific,Unknown,Provided,64,11,2895,
#Smmnextgen Tools on the cheap: google analytics+excel+buzzmetrics.  Also Radian6 and Altimeter.  #sxsw #sloansxsw,Neutral,Brand-Specific,Unknown,Provided,114,13,2896,
If you aren't at google you just missed the dance party of a lifetime #SXSW,Positive,Brand-Specific,Google,Provided,75,15,2897,
#SXSW haven't trend this time because of the tsunami..the iPad 2 did though.,Uncertain,Brand-Specific,Unknown,Provided,76,13,2898,
Rocking pen&amp;paper for the Google doodle talk at #sxsw,Neutral,Brand-Specific,Unknown,Provided,57,9,2899,
#SXSW attendees - need one of the best QR scanner/creators on your iPhone? Send us a pic of a QR code you found for a free copy of Optiscan,Positive,Brand-Specific,Unknown,Provided,139,29,2900,
#sxsw attendees trade &quot;happy hour&quot; for appy hours waiting on line for iPad2 (video)- {link} Sheer madness or love?,Neutral,Brand-Specific,Unknown,Provided,124,19,2901,
"#SXSW attendees, Qrafter can both read QR Codes and tweet. Download it! {link} #iPhone #QRCode",Neutral,Brand-Specific,Unknown,Provided,94,15,2902,
#SXSW attendees! Need a QR code reader for ur iPhone? Tweet us an image of you there and the first 5 get Optiscan free! #qrcode,Neutral,Brand-Specific,Unknown,Provided,127,25,2903,
Night is ending in fireside Pictionary at the W. On an iPad. #sxsw #werdorks,Neutral,Brand-Specific,Unknown,Provided,76,14,2904,
Perhaps vending machines 4 novels? RT@mention 2 iPad pop-up stores open in Austin for #SXSW details here: {link},Neutral,Brand-Specific,Unknown,Provided,112,18,2905,
#SXSW friends - do u have an iPhone charger that @mention can borrow TONIGHT? cc: @mention @mention @mention @anniemal @maura,Neutral,Brand-Specific,Unknown,Provided,125,20,2906,
"To my friends at #SXSW who think I abandoned you, in reality I just didn't have any means of communication, my iPhone stopped working. #fail",Negative,Brand-Specific,iPhone,Provided,140,25,2907,
Normal scene at #SXSW - an iPad in the lap and an iphone in the hand.  {link},Positive,Brand-Specific,iPhone,Provided,77,17,2908,
What happened to the Taxi Magic iPhone app? Now all I can do is call the cabs via it #sxsw,Negative,Brand-Specific,iPad or iPhone App,Provided,90,20,2909,
#Google denies rumors about launching #Circles at #SXSW {link},Neutral,Brand-Specific,Unknown,Provided,62,9,2910,
#Apple opening a popup shop in downtown Austin for #SXSW  {link},Neutral,Brand-Specific,Unknown,Provided,64,11,2911,
#Apple opening a popup shop in downtown Austin for #SXSW  {link} (RT @mention,Neutral,Brand-Specific,Unknown,Provided,77,13,2912,
#Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple] {link} #applesxsw #southbysouthwest,Neutral,Brand-Specific,Unknown,Provided,100,13,2913,
"#Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple]: Our Brian Lam, and theÛ_ {link}",Neutral,Brand-Specific,Unknown,Provided,98,16,2914,
#Apple Opening Temporary #iPad2 Store to Handle #SXSW Demand {link},Neutral,Brand-Specific,Unknown,Provided,67,10,2915,
#Apple opening up a pop up shop in #Austin during #SXSW!? Man they are everywhere!,Positive,Brand-Specific,Apple,Provided,82,15,2916,
@mention Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app {link}  booth 437,Neutral,Brand-Specific,Unknown,Provided,105,18,2917,
spotted Dennis Crowley aka @mention - co founder of 4sq talking to @mention (VP of Google) at #sxsw. Location heavyweights!,Neutral,Brand-Specific,Unknown,Provided,123,20,2918,
"What happens at the google party, doesn't stay at the google party.... It's waiting in your inbox when you wakeup #sxsw",Neutral,Brand-Specific,Unknown,Provided,119,21,2919,
What happens when #Apple hires security at #SXSW #Austin  {link},Neutral,Brand-Specific,Unknown,Provided,64,10,2920,
"Such suspense! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Positive,Brand-Specific,Other Google product or service,Provided,112,17,2921,
Funny moment at #sxsw panel when Dennis Crowley gets iPad 2 owners to hold up their new iPad 2. It looked like lighters at a rock concert.,Positive,Brand-Specific,iPad,Provided,138,27,2922,
"Google event: one drink tricket, small amount of food. @mention event: open bar, open taco truck #JustSaying #SXSW",Neutral,Brand-Specific,Unknown,Provided,114,18,2923,
Next presentation - Google's Marissa Mayer. Should be great! #sxsw (@mention Austin Convention Center w/ @mention {link},Positive,Brand-Specific,Google,Provided,120,17,2924,
#SXSW essentials: iPad iPod BlackBerry laptop plus the iPhone th  @mention Toronto Pearson International Airport (YYZ) Ïö {link},Neutral,Brand-Specific,Unknown,Provided,129,18,2925,
"#SXSW Essentials: Water/Energy Bars, Smart Phone, Camera, Map of DT, Sunglasses, Rainjacket, Laptop/IPad, MP3 Player/IPod, Earplugs -...",Positive,Brand-Specific,iPad,Provided,136,17,2926,
"*g* rt @mention  Love the Apple pop-up store at #SXSW. ... Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",Positive,Brand-Specific,Apple,Provided,138,24,2927,
HA! RT @mention ÛÏ@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û,Positive,Brand-Specific,Apple,Provided,148,23,2928,
;-) RT @mention @mention The geeks need somewhere downtown to line up to get the iPad 2. I'll be dropping by. #SXSW,Positive,Brand-Specific,iPad,Provided,115,22,2929,
thanks @mention @mention for the fun party @mention for #sxsw last night: {link},Neutral,Brand-Specific,Unknown,Provided,80,13,2930,
I wish @mention &amp; @mention would make WhisperGram - HollerGram for iPhone size screen. #sxsw,Neutral,Brand-Specific,Unknown,Provided,96,15,2931,
Wew RT @mention #android app Bizzy challenges us to &quot;Check Out&quot; #Sxsw {link},Neutral,Brand-Specific,Unknown,Provided,86,13,2932,
#iPad2 @mention Apple Store #SXSW Photos thanks to @mention @mention @mention @GapPacker @flavugm @MarcusRoss  @JordanBell {link},Neutral,Brand-Specific,Unknown,Provided,129,16,2933,
Lol RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Positive,Brand-Specific,Apple,Provided,133,22,2934,
Lol RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention,Positive,Brand-Specific,Apple,Provided,147,24,2935,
Lol RT @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; #AUSxSW,Positive,Brand-Specific,Apple,Provided,141,23,2936,
+2: RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,Neutral,Brand-Specific,Unknown,Provided,136,26,2937,
{link} @mention chatting it up via iPhone. Hilarious. #sxsw,Positive,Brand-Specific,iPhone,Provided,59,9,2938,
#sxsw  @mention Designing iPad Interfaces - New Navigation Schemas {link},Neutral,Brand-Specific,Unknown,Provided,73,10,2939,
Thanks @mention for giving me new top cover for my banged up juicepack iphone case. You and your products rock! #tradeshow #sxsw,Positive,Brand-Specific,Other Apple product or service,Provided,128,22,2940,
Thanks @mention for hosting this event #sxsw #sxswi #iwantacr48 {link},Neutral,Brand-Specific,Unknown,Provided,70,10,2941,
"Ha! RT @mention Google guy at #sxsw talk is explaining how he made realistic Twitter bots as an experiment. Gee, thanks for doing that.",Negative,Brand-Specific,Google,Provided,135,24,2942,
"Ugh RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #SXSW {link}",Neutral,Brand-Specific,Unknown,Provided,104,17,2943,
!!! RT @mention Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps,Neutral,Brand-Specific,Unknown,Provided,102,18,2944,
rad RT @mention Hey dudes @mention is giving away a sampler of bands at #SXSW w/ a free GLASSER track.. Pick it up! {link},Neutral,Brand-Specific,Unknown,Provided,122,24,2945,
"cool} ÛÏ@mention Hoot! HootSuite #Mobile for #SXSW ~ Updates for #iPhone, #BlackBerry #Android {link}",Neutral,Brand-Specific,Unknown,Provided,102,14,2946,
"#sxsw: @mention intrvw @mention &quot;Govt is not a vending machine [put in $, get svcs], it's a platform; iPhone was a teaching moment&quot;",Positive,Brand-Specific,iPhone,Provided,141,23,2947,
"#sxsw: @mention intrvw @mention &quot;Schmidt [Google CEO] told me: u'r good at telling stories; go talk to lots of ppl, tell us what u hear&quot;",Neutral,Brand-Specific,Unknown,Provided,146,25,2948,
Is the @mention iphone app sync functionality working yet? #sxsw,Neutral,Brand-Specific,Unknown,Provided,64,10,2949,
#UXdes @mention is glad there are no standard #iPad navigation tools. She might be the only one! #SXSW,Uncertain,Brand-Specific,Unknown,Provided,102,18,2950,
Ha! RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW &amp; the iPad 2 launch {link},Neutral,Brand-Specific,Unknown,Provided,131,25,2951,
Woot! ÛÏ@mention It's not a rumor: Apple is opening a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Positive,Brand-Specific,Apple,Provided,128,23,2952,
"YES RT @mention LoL U r gadgetzilla! Have fun! @mention It's #SXSW Festival time. OMG I'm scared! Got my netbook, #iPad &amp; my droid!",Positive,Brand-Specific,iPad,Provided,135,24,2953,
{link} @mention new mobile app. Your store circulars via Android Blackberry iOS Even Austin &amp; #SXSW {link},Neutral,Brand-Specific,Unknown,Provided,110,17,2954,
Wew RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by (cont) {link},Positive,Brand-Specific,iPad or iPhone App,Provided,119,20,2955,
Badger @mention on Angel News #sxsw {link} - nice one. Also we're giving away a free iPad 2 - {link} #contest,Positive,Brand-Specific,Unknown,Provided,109,21,2956,
Video: @mention Playbook in action at #SXSW - {link} iPad still wins.,Positive,Brand-Specific,iPad,Provided,69,12,2957,
"#sxsw: @mention Rather, in Web 2.0: large data sets became valuable: Amazon, Google AdWords, Netflix",Neutral,Brand-Specific,Unknown,Provided,100,15,2958,
I hope @mention realizes already 100 people are in line at their pop up  #sxsw store downtown and stocked appropriately #ipad2,Neutral,Brand-Specific,Unknown,Provided,126,21,2959,
...and @mention seems to be holding up well. Surprisingly. Big event! #sxsw #lxh #google,Neutral,Brand-Specific,Unknown,Provided,88,14,2960,
Fluffy @mention seen @mention party last night with @mention &amp; @mention camera  {link} #sxsw #sxsi,Neutral,Brand-Specific,Unknown,Provided,102,15,2961,
And... @mention starts new show and app for iPhone... Daily Grape #sxsw.,Neutral,Brand-Specific,Unknown,Provided,72,12,2962,
Pop up @mention store in Austin.   Brilliant. Long lines even at 9:30 at night #SXSW  {link},Positive,Brand-Specific,Apple,Provided,92,16,2963,
#sxsw: @mention that's already kind of happening as Google tries to refine your searches and protect you from smut,Positive,Brand-Specific,Google,Provided,114,19,2964,
#sxsw (@mention The League of Extraordinary H4ckers Presented By Google w/ 4 others) {link},Positive,Brand-Specific,Google,Provided,91,14,2965,
Inline @mention the Apple popup waiting for iPad2 action #sxsw,Neutral,Brand-Specific,Unknown,Provided,62,10,2966,
Lol RT @mention The Google party line starts behind me. Ha! The Germ has put her towel down early... #sxsw,Neutral,Brand-Specific,Unknown,Provided,106,20,2967,
"#sxsw: @mention Thinks Larry's elevation at Google is great: &quot;lost their way, caring too much about the biz, not enough about the world&quot;",Positive,Brand-Specific,Google,Provided,146,23,2968,
Fan up @mention To kick off #SXSWi @mention is giving away an iPad 2... Just visit the FB page to enter: {link} #SXSW,Neutral,Brand-Specific,Unknown,Provided,117,23,2969,
"#sxsw: @mention We think we control our identities on Facebook, but as Google becomes an AI our profile will be built of what we do",Uncertain,Brand-Specific,Unknown,Provided,131,25,2970,
Wow! RT@mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,Positive,Brand-Specific,Unknown,Provided,115,16,2971,
#sxsw: @mention What if Google asks you &quot;why do you want to know that&quot;?,Neutral,Brand-Specific,Unknown,Provided,81,14,2972,
HahaRT @mention Woke up on a pile of iPad 2's &amp; empty 4 Loko cans. Think I might have Yobongoed someone last night #SXSW #Stratlandia,Neutral,Brand-Specific,Unknown,Provided,137,25,2973,
Wow RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Positive,Brand-Specific,Android App,Provided,102,18,2974,
Google smentisce novitÌÊ in arrivo RT @mention We're not launching any products at #SXSW but we're doing plenty else {link},Neutral,Brand-Specific,Unknown,Provided,123,20,2975,
Scoping venue 4 @mention #CloudCamp #Austin: Valhalla Lounge. great whiskey &amp; beer PLUS Demolition Man Pinball! {link} #sxsw,Neutral,Brand-Specific,Unknown,Provided,128,18,2976,
My #iPad envy is through. the. roof. Thanks every other person at #SXSW,Positive,Brand-Specific,iPad,Provided,71,13,2977,
Watch Someone 'Hack' Times Square TV Screens with an iPhone (via @mention {link} #SXSW #tech #amazing #winning,Neutral,Brand-Specific,Unknown,Provided,110,17,2978,
Maybe someone that gets the #ipad2 at #SXSW will hand me their old iPad instead of throwing it away,Positive,Brand-Specific,Unknown,Provided,99,19,2979,
What do people think of the rumored &quot;social networking&quot; program from #Google called #Circles. Are they too late to the game? #SXSW,Neutral,Brand-Specific,Unknown,Provided,140,22,2980,
Google+Deep Eddy Sweet Tea vodka+ GSDM cool factor #SXSW (@mention GSD&amp;M w/ 120 others) {link},Positive,Brand-Specific,Unknown,Provided,98,15,2981,
#SXSW. Peep the awesome product video - @mention can't compete with these games. - {link} - CC @mention  @mention,Uncertain,Brand-Specific,Unknown,Provided,113,19,2982,
Oh no utter @mention #sxsw fail. Can't see the letter of the ballroom in the iPhone app as it is too long and doesn't wrap /cc @mention,Negative,Brand-Specific,iPad or iPhone App,Provided,135,27,2983,
"iPad2 owner already punched Android user. Sweet! Seriously, excited for this session. #platform #sxsw #gsdm",Neutral,Brand-Specific,Unknown,Provided,107,15,2984,
Time Warner Cable to roll iPad app with live TV on March 15 {link} #entry #friends #house #sxsw,Neutral,Brand-Specific,Unknown,Provided,95,18,2985,
"Life Hacker debuts Steampunk iPad: 37 ft reclaimed copper piping, one mini-maglight, and &quot;kinda thin&quot; etch-a-sketch interface. #sxsw",Positive,Brand-Specific,iPad,Provided,142,18,2986,
New Twitter friend @mention about to take on Google's @mention &amp; Bing's @mention on (what else) SEO #qagb #sxsw,Neutral,Brand-Specific,Unknown,Provided,115,19,2987,
An engineer from Google Chrome just came up to correct some misstatements about the browser. Awesome! #payingwithdata #sxsw,Positive,Brand-Specific,Google,Provided,123,18,2988,
Ever wonder how Google Maps captures those street views? #SXSW {link},Neutral,Brand-Specific,Unknown,Provided,69,11,2989,
Mega tether iPhone/Android party with @mention and @mention . #chargin2diffphonesatonce #dorkinout #sxsw,Positive,Brand-Specific,iPhone,Provided,104,12,2990,
Brown Paper is coming down on the windows of the #SXSW PopUp Apple Store.  {link},Neutral,Brand-Specific,Unknown,Provided,81,15,2991,
Gamechanger like Wave and Buzz no doubt RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw,Negative,Brand-Specific,Other Google product or service,Provided,121,20,2992,
"Ha! Another mention for Apple Store: {link} - RT @mention Temporary #Apple store on 6th and Congress for #sxsw, along w...",Neutral,Brand-Specific,Unknown,Provided,122,21,2993,
It is never more apparent than at #sxsw how nice it would be if apple made stuff w/ removable batteries. #alwayshavingtoplugin #gsdm,Negative,Brand-Specific,Apple,Provided,132,22,2994,
2 read l8er RT ÛÏ@mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxswÛ,Positive,Brand-Specific,Google,Provided,128,20,2995,
RT to enter the contest and maybe win an iPad 2 from @mention #sxsw,Positive,Brand-Specific,iPad,Provided,67,14,2996,
"Days closer to becoming an owner of an iPad 2. So so so so stoked.
Only thing getting me through finals and not being at #SXSW",Positive,Brand-Specific,iPad,Provided,126,26,2997,
#SXSW Interactive Award: Music Category goes to &quot;Wilderness Downtown&quot;. Congrats shared with @mention @mention @mention #winning,Neutral,Brand-Specific,Unknown,Provided,137,16,2998,
"#SXSW Interactive: Google's Mobile Future, and the Elusive 'Power ofåÊHere' {link} via @mention",Neutral,Brand-Specific,Unknown,Provided,95,13,2999,
"#SXSW Interactive: GoogleÛªs Mobile Future, and the Elusive Û÷Power of Here' | @mention {link}",Neutral,Brand-Specific,Unknown,Provided,96,14,3000,
"I am desperate to charge my iPad as I lost my charger, does anyone know where I can connect to a charger? #SXSW thanks :)",Neutral,Brand-Specific,Unknown,Provided,121,25,3001,
Gary Vaynerchuck lÌ_gger ner winelibrary.tv och slÌ_pper i stÌ_llet Iphone-appen Daily Grape. #thankyoueconomy #sxsw #swesxsw,Neutral,Brand-Specific,Unknown,Provided,125,15,3002,
Why is there a line waiting for temp Apple store to open at #sxsw? Did I miss a product launch?,Neutral,Brand-Specific,Unknown,Provided,95,20,3003,
"Sitting here at the #Flipboard panel, wishing I had my #iPad with me. Alas, my two year old has completely overtaken it. #SXSW #Flipboard",Positive,Brand-Specific,iPad,Provided,137,24,3004,
Almost there! #SXSW #Austin #apple  {link},Neutral,Brand-Specific,Unknown,Provided,42,6,3005,
Day 3 -There's still a long line at Apple store in Austin. #apple #ipad2 #sxsw,Neutral,Brand-Specific,Unknown,Provided,78,15,3006,
"#iPad interface/controls should be at the top, mobile controls at the bottom. #tapworthy #sxsw",Neutral,Brand-Specific,iPad,Provided,94,14,3007,
Ahh. Wonderful news! RT @mention iPad 2 - is now available for online ordering. Go get urs. :-) #Sxsw,Positive,Brand-Specific,iPad,Provided,101,19,3008,
We're experimenting and tinkering again like in the nineties: &quot;Best viewed on iPad is the new best viewed on Internet Explorer 6&quot; #sxsw,Positive,Brand-Specific,iPad,Provided,145,23,3009,
I am suffering from iPad envy. #sxsw,Positive,Brand-Specific,iPad,Provided,36,7,3010,
MyPOV: #verizon wins hands down for network.  Hard to use new services like #beluga with a crappy #att #iphone network #sxsw,Neutral,Brand-Specific,Unknown,Provided,124,21,3011,
Device overload here at #SXSW. Ratio of Apple devices to people nearing 3.,Neutral,Brand-Specific,Unknown,Provided,74,13,3012,
"#SXSW movers &amp; shakers, @mention is publishing a &quot;Poke the Box&quot; eBook. Get involved: {link} (RT @mention #in",Neutral,Brand-Specific,Unknown,Provided,122,18,3013,
iPhone users at #SXSW - any of you have your GPS stuck on? Is one of the new geo app updates doing it? FourSquare/gowalla?,Negative,Brand-Specific,iPhone,Provided,122,24,3014,
What matters most: {link} It's all in the title!!! #touchingstories #iPad and/or #tablet #SXSW,Neutral,Brand-Specific,Unknown,Provided,94,14,3015,
Apple offers original iPad donation program {link} #entry #friends #house #sxsw,Positive,Brand-Specific,Unknown,Provided,79,11,3016,
Apple Offers Up Free iTunes Sampler Ahead of #SXSW to feature new artists {link} via @mention #music,Neutral,Brand-Specific,Unknown,Provided,100,17,3017,
"More farmers use BlackBerry than iPhone, but iPad is catching on because of bigger screen. #mobilefarm #sxsw",Positive,Brand-Specific,iPad,Provided,108,17,3018,
"Don't understand people who paid and travelled all the way to #sxsw would wait for hours to get ipad2, esp. when they already have an ipad.",Neutral,Brand-Specific,Unknown,Provided,139,26,3019,
Texas Observer Tomlinson says they would double revenue per issue with iPad subscriptions. #newsapps #sxsw,Positive,Brand-Specific,iPad,Provided,106,15,3020,
Great interview to @mention on Bloomberg TV about #Ipad2 to kick off #SxSW.#apple {link},Positive,Brand-Specific,iPad,Provided,88,14,3021,
Video interview with @mention &amp; @mention at #SXSW &quot;Google deals&quot; {link},Neutral,Brand-Specific,Unknown,Provided,85,11,3022,
Almost every &quot;how do you _______?&quot; is answered w Google Docs in this session.  #sxsw #looseorganizations,Neutral,Brand-Specific,Unknown,Provided,114,16,3023,
"This is very cool, Google is basically foing their version of an Apple event and showing a ton of new product features. #sxsw",Positive,Brand-Specific,Google,Provided,125,23,3024,
This is very cool. Potential of non-text applications on iPhone. Awesome. #sxsw,Positive,Brand-Specific,iPad or iPhone App,Provided,79,12,3025,
Pair of very nice back to back talks this morning on interface design for iPad and the future of touch in general #sxsw ...,Positive,Brand-Specific,iPad,Provided,123,24,3026,
I hope everyone has an awesome weekend at #SXSW! I know @mention is giving away some great Apple prizes.,Positive,Brand-Specific,Apple,Provided,104,19,3027,
I hope everyone RSVP'd for the temporary downtown Austin Apple store for #SXSW.,Neutral,Brand-Specific,Unknown,Provided,79,13,3028,
#austinites #sxsw and check it out on #iphone {link},Neutral,Brand-Specific,Unknown,Provided,52,9,3029,
"Free iTunes Album, #SXSW Featured Artists, grab it if you missed it: {link}",Positive,Brand-Specific,Unknown,Provided,75,13,3030,
Apple takes bruises from panelists. Not well regarded in sustainability space.  Corporate Sustainability Reporting and Transparency.  #SXSW,Negative,Brand-Specific,Apple,Provided,139,17,3031,
"At Mistakes I Made Building Netflix for the iPhone at SXSW.
{link} #SXSW #netflixiphone",Neutral,Brand-Specific,Unknown,Provided,87,14,3032,
Apple likes it if you pay them. That's what Apple likes. - Barry Diller #SXSW,Negative,Brand-Specific,Apple,Provided,77,15,3033,
"Apple likes it when you pay them. As long as the gadget will be liked by many, this closed system will work. #pnid #sxsw",Neutral,Brand-Specific,Unknown,Provided,120,24,3034,
#SXSW makes me feel like a kid. A drunk kid with an iPhone.,Neutral,Brand-Specific,Unknown,Provided,59,13,3035,
The dailies on iPad are going to evolve...they're still impossible to download (20 MB and up downloads) #sxsw,Negative,Brand-Specific,Unknown,Provided,109,18,3036,
iPad 2 goes on sale at 3 pm at #sxsw - I'm looking at you @mention ;) (32 gig no color preference) :),Positive,Brand-Specific,iPad,Provided,101,23,3037,
"Mayer comes out sans intro, still gets cheers. #techrockstar Launches into Google's priority on location - Fast, Fun &amp; Future #sxsw",Positive,Brand-Specific,Google,Provided,135,21,3038,
Free iTunes SXSW &quot;Featured Artists&quot; sampler: {link} #free #music #SXSW,Positive,Brand-Specific,Other Apple product or service,Provided,80,10,3039,
"Apple saves SXSW, set to open pop-up store - CNET News {link} #sxsw",Positive,Brand-Specific,Apple,Provided,67,13,3040,
"Apple saves SXSW, set to open pop-up store {link} #Apple #SXSW",Positive,Brand-Specific,Apple,Provided,62,11,3041,
#ux  #uxdes talk is really about an exploration of the wild wild west of #iPad design. #sxsw,Neutral,Brand-Specific,Unknown,Provided,92,17,3042,
SXSW ladies with STDs: the iPad bot on twitter creator is the persistent guy who chased you all last night. #TakeOneForTheTeam #SXSW,Neutral,Brand-Specific,Unknown,Provided,132,22,3043,
"holy smokes, ipad2 replacing my flip cam as default video capture device. beautiful. elegant. apple. #sxsw",Positive,Brand-Specific,iPad,Provided,106,16,3044,
Hey foodies: if you're in Austin for SXSW download the new ARW iphone/android app and use it as a guide to dine while you're in town! #SXSW,Neutral,Brand-Specific,Unknown,Provided,139,27,3045,
SXSW ladies: the iPad bot on twitter creator is the persistent guy who chased you all last night. #HopeYouDidntGiveHimNone #SXSW,Neutral,Brand-Specific,Unknown,Provided,128,20,3046,
google presentation by Mayer is a sales pitch #fail #sxsw,Negative,Brand-Specific,Google,Provided,57,10,3047,
Google presentations during the #SXSW trade show - busy trade show but nice to be on the other side this time! :)  {link},Neutral,Brand-Specific,Unknown,Provided,121,23,3048,
Google presenting Hotpot. #SXSW #SXSWI (@mention Austin Convention Center w/ @mention {link},Positive,Brand-Specific,Other Google product or service,Provided,92,12,3049,
Omgz. Makeshift #SXSW apple store is in a Golds Gym! {link},Positive,Brand-Specific,Apple,Provided,59,11,3050,
Sooo... Design for iPads session is just an hour long ad for me to buy and iPad and apps? #amismarternow? #sxsw,Negative,Brand-Specific,Unknown,Provided,111,21,3051,
"In iPad Design Headaches: Take Two Tablets, Call Me in the AM panel - excited to hear @mention live! #sxsw",Negative,Brand-Specific,iPad,Provided,106,20,3052,
"The Web DesignerÛªs Guide to iOS (and Android) Apps, today @mention 10 a.m! {link} #sxsw",Neutral,Brand-Specific,Unknown,Provided,89,15,3053,
Google doesn't place any value on your domain extension. They are all equal. #SXSW #qagb,Uncertain,Brand-Specific,Unknown,Provided,88,15,3054,
"Diller doesn't think Daily was ready for market, doesn't know why anyone would do iPad-only anything #sxsw #sxswi",Neutral,Brand-Specific,Unknown,Provided,113,18,3055,
That's awesome RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin {link} #SXSW,Positive,Brand-Specific,Apple,Provided,126,22,3056,
It was awesome to hear Marissa Mayer acknowledge that Google Maps needs to increase support for its product b/c of incorrect routes. #SXSW,Negative,Brand-Specific,Other Google product or service,Provided,138,23,3057,
Wow. Shakespeare's Pub on 6th St. Here's to the delete button on the iPhone video camera. #SXSW,Positive,Brand-Specific,iPhone,Provided,95,17,3058,
It's madness already downtown and it's only the 1st day of #sxsw. apple popup store seems to be doing brisk biz,Positive,Brand-Specific,Apple,Provided,111,21,3059,
iPad success at the apple popup store in Austin! #apple #sxsw  {link},Positive,Brand-Specific,iPad,Provided,69,12,3060,
The SXXpress line is almost as long as the Apple line. #sxsw {link},Negative,Brand-Specific,Unknown,Provided,67,13,3061,
"In the press lounge of #SXSW, someone is getting a tutorial on how to use a touchpad on an Apple laptop. #honest",Neutral,Brand-Specific,Unknown,Provided,112,22,3062,
A Group Messaging Roundup To Help You Stay In Touch At SXSW {link} #Android #FastSociety #iPhone #SMS #SXSW,Neutral,Brand-Specific,Unknown,Provided,107,18,3063,
Today's sessions (1 of 2) at #sxsw -- Print design as future: {link} | Your Mom/iPad: {link},Neutral,Brand-Specific,Unknown,Provided,92,17,3064,
I21: No Rest for the Wicked {link} [codes valid: 12:00-3:59:59p 03/13/11] #infektd #sxsw #zomb,Neutral,Brand-Specific,Unknown,Provided,94,14,3065,
The simplest gesture on the ipad should be used for core interactions. #SXSW #touchingstories,Neutral,Brand-Specific,Unknown,Provided,93,14,3066,
Awesome Restaurant Week app for #iphone - {link} #austinites #sxsw,Positive,Brand-Specific,iPad or iPhone App,Provided,66,10,3067,
