id,date,text,target
1541,6/17/2009,Why must we wait until 3pm for OS 3.0? I've been checking since midnight ,0
1542,6/16/2009,@tommcfly Tom i'm sad i didn't see you last night  i was meant to come! 2hr30m exam today though mehh i love you tour again soon please! x,0
1543,6/6/2009,1630GB of 4706GB free ,0
1544,6/7/2009,OMG. Didnt I just go to sleep? Work ,0
1545,6/20/2009,tried to go to @mikisushi for lunch but it was closed.....  ,0
1546,6/6/2009,I really wish little cutie Matt Zane would stop telling me when his shows are unless he's going to have sex with my vagina  I'm not going,0
1547,6/23/2009,@tszcheetah Aunt passed away... ,0
1548,6/19/2009,has to leave for work!  arghhhhh,0
1549,5/29/2009,going to sleep not wanting to go to work in the morning ,0
1550,6/2/2009,"@gothwin Phew. Neighbours were out on the roof chatting until 5am because of the heat, so hot night and no sleep here ",0
1551,6/1/2009,"one more piece of work to do....due in on friday. oh, and then theres that presentation at 9 am tomorrow morning ",0
1552,6/1/2009,  Just finished my last column.  It's odd how my Los Angeles life is really wrapping up quickly.,0
1553,6/19/2009,My aunt is in the hospital. ,0
1554,5/29/2009,@cheetahnoir 3 months before i can get yall to come out again ,0
1555,6/7/2009,Gotta pack for newquay tomoz. Five and a half hour car drive.     ,0
1556,5/31/2009,"So last day of Queen's b'day weekend begins. Should really be trying to sleep, 6 hours til get up 4 work  no fun working public holidays..",0
1557,6/22/2009,"Thanks, you made me burn my beans ",0
1558,6/16/2009,"@rajivvishwa But you could login to your Linux, right?Mine was a hardware issue.MB and HD got replaced today,time for installations now ",0
1559,6/4/2009,"@amieewhitney i love the whole entrance bit!, oh sum actor..who i only knew by face not name! old timer, my dad will be sad! ",0
1560,6/2/2009,"@carlbob - got on on Sunday evening.  But for some reason, my milk didn't turn up this morning ",0
1561,6/23/2009,"oh yah, my beloved mechanical pencil who had accompanied me for years...has officially retired ",0
1562,6/16/2009,"@sweetgapeach03  Yes, a little better....my body is all out of whack now though. ",0
1563,6/16/2009,@danasargent Link doesn't work  didn't on Drudge either,0
1564,6/6/2009,xCaitlynxLeighx Dodgers are loosing though! ,0
1565,6/7/2009,"Blockbuster can suck it. Who freaking closes at 10pm and also, wrong season of the Tudors ",0
1566,6/18/2009,Best video I've ever seen...almost an entire year late  http://bit.ly/RcrhP,0
1567,6/1/2009,@MARChasSUPRpwrs hahaha that's AWESOME! I think I knew that now that u say it :-\ I need a trainer. I have a kangaroo pouch ,0
1568,5/31/2009,Alex just showed up at my house with a broken heart.. ,0
1569,6/20/2009,"What a finish,last 20 mins were super! Lions were so close! ",0
1570,6/19/2009,"@hunt3131 haha weird, a lot of those shots are right by where I live.  I see all the cars that take my damn parking spots every day ",0
1571,6/20/2009,"Wishes i could get next week over with right now, and be home for the summer ",0
1572,6/15/2009,Up and sick. ,0
1573,6/20/2009,"@curtisnohl ditto.  i have slaves to that for me (their codenames are: Chlidren) lol  but they dont do a good job, ",0
1574,6/20/2009,@nelore thanks so much. its super-frustrating when it feels like no one is! I dont even get my reply tweets responded to sometimes yknow? ,0
1575,6/15/2009,"just bought shoes, just wanna spend the summer reading &amp; eating -- not spending money ",0
1576,6/6/2009,Took SATs and now have to go to work  Good news is i can go to Grad parties tomorrow!!!,0
1577,5/30/2009,@QueenofScots67 Something tells me this won't be the last we hear of her ,0
1578,6/20/2009,Sad to be back on land ,0
1579,6/1/2009,@JenDearness @bjwysoske Not forwarded.  I think this is it.  ,0
1580,6/7/2009,is back home in NYC and alone in his apartment.  I hate this part of traveling......,0
1581,6/15/2009,http://twitpic.com/7j1e8 - i miss my hair being like this.  i cant wait for it to grow out again.,0
1582,6/7/2009,had cat talks with ili just now. i'm missing my dudes already! kiki and kecik come back home soon!! ,0
1583,6/6/2009,"@tommcfly I already give you 6 tweets, but i don't get a reply  Do you wanna play Edward Cullen in the next movie? Xx",0
1584,5/3/2009,i miss watching x-men again.  haha i think i'll have a movie marathon this morning.,0
1585,6/6/2009,"DAMNIT!! saw some bomb lookin oatmeal cookies in the nurses pantry, was bout to take one, then remembered i cant eat it ",0
1586,5/30/2009,"Picked up a fun, crazy homeless man hitch-iking who blessed us &amp; our car. Came home to find beer was spoiled from sitting in the sun. ",0
1587,6/18/2009,Note to self: laminated bus passes burn a little TOO well. And it stinks.  #morepoisonedgabehabe,0
1588,6/5/2009,i think about so much things how should i concentrate? i loves him and what about him ? did he or ,0
1589,6/23/2009,"@DatingGirl   Oh honey, sorry.   You sound lonely. I'm so not with you.  Keep the intimacy.  I'll take the sex.  Yeah, I just said that.",0
1590,6/15/2009,my brother forgot to pick me up.  *does more work*,0
1591,6/17/2009,@_christel @erikatapalla wonder if i can see u before i leave ,0
1592,5/31/2009,I need to sleep. But I can't ,0
1593,5/22/2009,I really hate twitters character limits  it's seriously almost as annoying as my character limits for my texting hmm what to do about this,0
1594,6/16/2009,"@sharlea69 no not yet unfortunatly. We still have awhile. New Moon is coming out this august, the other ones won't inthe next 2 years. ",0
1595,6/25/2009,@_SugaRush You get naptime a MMail now??? I know it used to happen unofficially but WTH? Why wasn't that there when I worked there? ,0
1596,6/15/2009,oh crap art next  will be boring wish I was in the other art class,0
1597,6/21/2009,Ace enders and kenny vasoli. here. today. together. ,0
1598,6/22/2009,ILoveYouToooooo  Feeling ill ,0
1599,5/16/2009,@davidrklein Not sure. Never installed #vista. But the ISO for #windows7 was autodeleted after reporting as corrupt ,0
1600,5/29/2009,@daveoflynn Amen to that  ,0
1601,6/16/2009,@Lindoyes is school keeping you from tweeting? ,0
1602,6/1/2009,"My fingertips are holding on to the cracks in our foundations, and I know that I should let go, but I can't ",0
1603,5/31/2009,Time to sleep now. Have to bury myself with formulae tomorrow. ,0
1604,6/1/2009,@nancy_oxo Thats how he is meant to look tho! if he didn't have the body he wouldnt have the part now ,0
1605,4/19/2009,oy vey my tummy! ,0
1606,6/2/2009,Leaving to work in rancho bernardo. ,0
1607,5/1/2009,okay... back from trip and feeling under the weather   and of course paranoid since i flew to san diego via phoenox layover,0
1608,5/16/2009,@tommcfly i know what u mean! Being sick sucks!  im sick nw 2,0
1609,5/30/2009,Two.5 hours and $100 later and your dog was fine! I don't want to work a double ,0
1610,6/23/2009,tonight.... karoke for a bit then TRANSFORMERS!!!!!! work ultra early tomorrow ,0
1611,6/6/2009,deleted my account from www.yaari.com because of the annoying updates they used to send me despite removing it from the setiings ,0
1612,6/7/2009,it looks like Muffin might not be with us much longer  *my old kitty,0
1613,5/18/2009,has been up at 6:30am every day since last Tuesday thanks to my new noisy neighbours ,0
1614,5/17/2009,"nose is blocked, head hurts and so does my throat  i hate being sick! and this is totally the wrong time for it too!",0
1615,6/19/2009,Yup. It's the wisdom teeth. And guess what? I have to get them yanked out. ,0
1616,6/7/2009,"is trying to sneakily download a game but its taking its time, I'm impatient ",0
1617,5/31/2009,"@justEdith Well that just sucks. Yer so friendly, playful, funny and sweet, eye'm surprised yer not getting cute nicknames ",0
1618,6/3/2009,@LeslieRoark That's the worst!  My oldest son used to get them all the time and he'd be miserable.    Feeling bad for you...,0
1619,6/1/2009,@xonancy :O it was on already? i missed it  lol i thought they were all on at the same time! haha,0
1620,6/1/2009,been a busy morning. just had a meeting about the trip to copenhagen i will be taking in sept!  super excited! now studio time... ,0
1621,5/2/2009,Once again I was invited 2 go Jet Skiing &amp; had 2 pass... Priorities!!  ,0
1622,6/1/2009,"people are just beginning to rock up to work, I've been here for 2 hours already ",0
1623,4/19/2009,"Back at the hospital, but all I really want is to get away and eat BBQ. I can't tho, and all there is here is crisps and shit coffee. ",0
1624,6/1/2009,I'm not gonna be able to do my #gnw spamming this week  But I will start afresh next week!,0
1625,6/7/2009,"@iCiNGWORKS just tried and no, the sites are still down.  ",0
1626,6/1/2009,@jennsbookshelf Good idea! Did I tell you what a pleasure it was to meet you at BEA? I just wish we had longer to chat ,0
1627,6/23/2009,Argh... buggy Omniture ExcelClient is killing my user demos. ,0
1628,5/10/2009,"@hanloosschilder I don't know, you know when you just feel really sick in general ",0
1629,6/1/2009,22 more days!! But idk what im doing ,0
1630,6/1/2009,@SHAUNDIVINEY  MACKA DIDNT WIN IM SO SAD  PLS CHEER ME UP,0
1631,6/5/2009,Had to take the baby to the Dr. today! I found out she has to have surgery! ,0
1632,4/20/2009,Skins tonight. Poor Chris ,0
1633,6/6/2009,@ashnguyen thanks for waiting ,0
1634,6/7/2009,i wish i had never seen the picture of the env3  now i don't know what i want,0
1635,5/30/2009,@xomalese that sucks   so Whats up?,0
1636,5/17/2009,"Eating my free hotel breakfast (better than nothing), going to church with Tacia and then heading home. We have a long drive ahead. Yuck. ",0
1637,5/10/2009,on the way home. my sunburn is worse today ,0
1638,5/29/2009,Watching Jeremy assemble jr's new radio flyer bike!!!  Jr is sick with 100 degree fever  taking a nap.  This will cheer him up though!,0
1639,6/18/2009,I need to unpack ,0
1640,6/5/2009,"So clearly the new Jay-Z record has dropped, and I'm the only one in the known Twitterverse who hasn't heard it. ",0
1641,4/20/2009,a yue .....good bye!  what a good song!!!,0
1642,4/19/2009,"It's my training-day today, but i'm not motivated  motivate me!",0
1643,5/3/2009,@shaunjumpnow :o ur lucky the suspense till midnight is soo killer ,0
1644,6/17/2009,"@ddlovato oh, how I wish I could come to your first show.. but I live in BRAZIL  DEMI, PLEASE COME BACK! WE LOVE YOU SO MUCH &lt;3",0
1645,6/16/2009,I miss texting to twitter all day long. I went over my texts this month by 430. Yikes! Needless to say I'm on text probation.   ,0
1646,5/31/2009,"I got my summer job... fixing Xerox machines  Oh well, gotta get paid. http://bit.ly/5hs6j",0
1647,6/20/2009,@oxSTEFFxoMCRmy Awsomeeee! I wanna comee  i'll be Ray  my fros red tho.,0
1648,6/19/2009,"@stilldabaddest http://twitpic.com/6pent - nope, we weren't. ",0
1649,6/24/2009,"i am only #325 at å?¤æ, so i don't think i will be in the first batch ",0
1650,6/18/2009,@ridysuryoseno iya nih rid... tiba2 sedih banget aja td mlm ,0
1651,6/18/2009,SÄ?poÅ¡s kakls. Not awesome at all. ,0
1652,6/15/2009,what happened with my acc off twitter ,0
1653,6/23/2009,@PUREFUCKRYoCOM  I wish i had someeee,0
1654,5/31/2009,I feel fat. and then unbangable ,0
1655,6/25/2009,@lkutner tomorrow morning about 6.30 am  sitting in scorching sun now hehe,0
1656,6/17/2009,*sigh* can't connect to the iTunes store. ,0
1657,6/1/2009,"at  Skyview Lounge in Changi Singapore Airport, i checked in 6 hours earlier ,nothing to do    is so boaring to wait",0
1658,6/20/2009,"Almost fully recovered, I might have to have my appendix removed though. ",0
1659,6/19/2009,badtrip nmn ung HCG  can comeone please tell me the lock code?,0
1660,5/4/2009,One of the Exiles stories made me well up in the train station. I tried not to cry while so many people were around ,0
1661,5/1/2009,"Hubby got in at 4? and  woke me up  I wake up at six, I think I should wake him up. Maybe start banging about,or hoovering ? heehee",0
1662,6/20/2009,"big wedding today, not mine, but sucks for the bride and groom  It's raining",0
1663,6/6/2009,http://twitpic.com/6rutq - Had to take it off ,0
1664,6/1/2009,Comet's sick  gonna bring him to the vet later.,0
1665,5/26/2009,@rob_alexander hellz no boiiii. I'm good at that statistics stuffff! i got a B in the class!!..i suck at sciences ,0
1666,5/30/2009,i really need to revamp my music. doesnt help that my itunes and ipod are broken.  im going to make a list of music... suggestions?,0
1667,5/3/2009,doesnt feel like i have school tomorrow. rehearsal was aweful. had a bunch of fun at laurens party! misses seeing anna&amp;amanda  ilovethem!,0
1668,5/26/2009,Sadness Abounds. ,0
1669,6/1/2009,@Complexity_ WTF! I also had a bad dream!  K text YAY!,0
1670,6/21/2009,"Beer and Chinese went down well. Not so good coming back up eastw this morning though  rifle shooting and F1 today, should be a good race",0
1671,6/17/2009,@kiss_ty heard it was so much better! can't update jailbroke mine  haha,0
1672,6/5/2009,@kellybess I just ran out of Grandpa mints that I bought at the Amish store. ,0
1673,5/1/2009,Please make up your mind ,0
1674,5/2/2009,@Robynne twitter has been broken and will not let me yet ,0
1675,5/17/2009,I hate allergies! My eyes are watering profusely and I'm sneezing a lot ,0
1676,6/23/2009,New Delhi is burning! Its 45 Degrees outside all day..god knows wht must be happening to the poor stray animals outside...god help them ,0
1677,6/1/2009,@rozie17 No i didnt get to cause of the chemistry girls. I scared about tomorrow ,0
1678,6/19/2009,Pushed snooze once on my cell before it died. Effect was I was a little late for work. Had to walk. Left my phone uncharged in my room. ,0
1679,5/30/2009,Magic do me one favor beat lakers ass! Poor bron bron ,0
1680,5/31/2009,Ugh I really hate chicken ,0
1681,6/6/2009,And Were...Untouchable....!  Call The Shots nowwwwwwwww!....GIRLS ALOUD LOVE&lt;3 shame tour all over.... ,0
1682,6/1/2009,"@a_sinclair that's awesome, I have an old prof I'd love to share that with but have no idea how to get in touch with him ",0
1683,4/7/2009,i want to go on holiday ,0
1684,6/15/2009,@101wrif We already know what's next for the Wings-GOLF...  &quot;Still Stung In Detroit&quot;.,0
1685,6/19/2009,im like surprised you know cuz singapore's h1n1 cases have reached 77 and 24 mire could close down me school ,0
1686,6/19/2009,"@squarespace if I won the #Squarespace gift card I couldn't buy an iPhone with it, I'd need 3 of them... ",0
1687,5/11/2009,with a back ache ,0
1688,6/16/2009,@sheyllaaceves I know boo-ski Why do we always why stuck with them ,0
1689,5/17/2009,"Ohhh. its sunday   i dont like sundays,",0
1690,6/17/2009,"@mpgates  it shows up on twitter, but not on tweetdect ",0
1691,5/29/2009,Wanna go out ,0
1692,6/7/2009,@TheTonyAwards Crap! Dolly didn't win. ,0
1693,5/29/2009,jazzy we should be in vegas w A team ,0
1694,5/31/2009,Am absolutely stuffed from dinner ,0
1695,6/19/2009,@gdrage A dent on the top of the glass screen and scuff marks all round the bezel ,0
1696,6/2/2009,"@Ellen_Stafford Thanks, I hate the dentist too ",0
1697,5/17/2009,@lewstatic lol..i told u my phone is messed up....i jus failed to mention that i dropped it in water twice ,0
1698,6/17/2009,my twitter won't work.  this dissopoints me.,0
1699,5/14/2009,got new rubber for my braces! still heartbroken 'cause i have 100% cannot see the 2 davids here... wwaaaaaaaaahhhhh! ,0
1700,5/30/2009,Being skinny doesn't make you pretty. - iamnicolesisco: But it makes you not fat  To me it doensï¿½t matter... http://tumblr.com/xjy1wno9f,0
1701,5/18/2009,my HEAD'S spinnin'!!!! its KILLIN' ME!!!!! i miss b. ,0
1702,6/20/2009,@livin_dead_girl are you alright? ,0
1703,6/21/2009,help me! i can't use my mobile msn ,0
1704,6/18/2009,@PRCNet You never touch my twitter any more. ,0
1705,6/7/2009,Packing day sucks  ,0
1706,5/14/2009,I see the spammers have cottoned on to twitter ,0
1707,6/22/2009,is kind of bummed that Mike didn't enroll in the same philosophy class as me ,0
1708,5/30/2009,"@LuCiajavon thanks for waking me up, now I can't go back to my nap. ",0
1709,6/20/2009,In GB! stupid rain i wanted to go to the pool ,0
1710,6/24/2009,danm I'm awake at 2:52 a.m. Might stay up for about 2hours more *hint* I can t go to sleep ,0
1711,6/20/2009,@ddlovato we all have those kind of dreams ,0
1712,6/16/2009,"@lemonblossoms My niece was Asoka for Halloween. I can paint her face, but I haven't watched much.  geeky in a different way, I guess",0
1713,6/23/2009,Maaaaan Feeder used to be amazing. ,0
1714,6/6/2009,"I'm sitting here watching Finding Nemo, and I'm getting a headache &amp; a toothache ",0
1715,6/18/2009,"Damn, they keep taking away my trending topics ",0
1716,6/20/2009,"About to head to bookshop cafe - not going to be the same without Michelle  ... Will be good to catch up with fuzzy though..,",0
1717,6/6/2009,Me and nat at driving driving school! Oh my dear so not fun. ,0
1718,6/15/2009,i want to see my little del rosario ! ,0
1719,6/5/2009,@christian0386 ,0
1720,6/22/2009,@abstheoreo: im sorry   pick a day this week. It will be Abbie's day I'll spend all day with u ,0
1721,6/2/2009,@JEVONISHERE I haz no credit ,0
1722,6/25/2009,@MariamUAE Thanks! I *really* hope so...although I already know it's going to be a very long weekend ,0
1723,6/5/2009,I just finished putting 300 songs on my mom's mp3 player for her. She is going to Vegas so she wants her Mp3 player set up. I want to go ,0
1724,6/19/2009,"i miss my friends. sis sucks  but i love being at home, dont wanna go back to prison...",0
1725,5/29/2009,Another Friday night in. Man being skint is rubbish. ,0
1726,6/17/2009,"Poor, leaky space shuttle Endeavour. ",0
1727,5/16/2009,"bored,  bored, bored, bored... my friend doesnï¿½t want to go out tonight.. ",0
1728,6/15/2009,Wheres me bed? It cant be monday already ,0
1729,6/1/2009,"okay, so many people hate me i cant even count them on all my 10 fingers.... or my toes. lovely. ",0
1730,6/3/2009,@dmarsico compare them with the weather... you'll find there is about a 5 degree difference ,0
1731,6/15/2009,my room still smells from the bubbler water I spilled  save me por favor!,0
1732,6/1/2009,"@longsgirl A flight from Brazil to France went down, supposedly in the Atlantic, 220ish people on board, I don't think anyone survived  ",0
1733,5/30/2009,"like most of the time I'm in two gears.  I have moments of joy and happiness thank God, but right now I feel really blue. ",0
1734,5/28/2009,headache ,0
1735,6/5/2009,@johnhonore is this the tweet &quot;@joeruiz never mind...its sold out    I coulda got laid tonight&quot; (via @JohnHonore),0
1736,5/30/2009,new youtube is scary ,0
1737,6/7/2009,Afternoon finish my homework  Now I replay to sims 3 ahah,0
1738,6/19/2009,Really bored ,0
1739,6/21/2009,Writing a paper... during the summer  but its about marketing so its okay  ,0
1740,6/3/2009,@aKiDnamedHENNY lmao I was tired ,0
1741,4/7/2009,is in desperate need of followers! ,0
1742,5/29/2009,"@ktjbpa2006 well my aunt said she is going to buy me two tickets to a concert a darien lake,so we picked a concert but his was to soon. ",0
1743,6/20/2009,@MrHollaOut lol I knooooo  lol,0
1744,5/31/2009,@JodieInPink Neither do I ,0
1745,6/17/2009,i hate exams  -_-,0
1746,5/2/2009,"I like t9 now. well, it's not that i like it, it's just that it's addicting and i'm incapable of regular texting now.  Hahaha",0
1747,6/7/2009,"awww i miss my old hood 3RD WARD!!!!! @peterrpann   NOW IM SAD THAT IM Big money,texas",0
1748,6/15/2009,"@dannywood help Danny!!!  I'm such a loser, can't seem to get back on track!!  All I am doing is eating and getting more depressed!!!  ",0
1749,6/19/2009,"@Fallen_Angel69 Aye, am just listening to the Album, and trying to document.  Txt me when ur @ TBPW.",0
1750,6/3/2009,@rockinchick11  no angry day!,0
1751,5/2/2009,"Ok so maybe we aren't going to the bbq, turns out the host is at work  sucky",0
1752,6/23/2009,"Ahhhh .. nearly summer hols, fanncyin the beach ryt now  This is the time wen oyu miss cyprus most  bring on the weekend gotta love it !!!",0
1753,6/5/2009,@Kaatje_68 I don't speak your European tongue  it's European right? Lok,0
1754,5/2/2009,"@jenny8lee You're welcome!! I'd love to attend a talk, but I'm a broke college student ",0
1755,6/19/2009,@matheaaaaaa I MISS MATHEA  Yes. DONATE. ) Tell sam to come back ( (,0
1756,6/17/2009,Oh the joys of freelancing !!  Just been told of time change for a rehearsal.  Now I have to be two places at the same time  ,0
1757,5/18/2009,Falling asleep as I write out a cheat card 4 Algebra... I'm on the verge of bein done... by &quot;done&quot;... I mean halfway there  I'm Gonna cry!,0
1758,6/6/2009,Katkat's llama is feeling sick today...  Wandering around in her backyard. Go to katkat75's youtube channel to see a video our little  ...,0
1759,6/19/2009,@Clowve next week is fine with me. wish you could go for urbanscapes too. ,0
1760,6/17/2009,i feel left out because the storm decided to miss morgantown ,0
1761,6/6/2009,"@koutetsuhime it was amazingly good, cruise is such a good actor! guuhhh saaad ",0
1762,5/29/2009,@TheMakeupSnob ,0
1763,5/29/2009,@ceciliaa_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick ,0
1764,6/6/2009,@hippy2094 mybe ,0
1765,6/20/2009,Sensitive skin sucks. I'm trying to moisturize my face and it burns really badly.  boo.,0
1766,5/3/2009,New moon has somehow made me feel sad and alone. And for some reason i want to watch lord of the rings. I wish evan wasn't at work ,0
1767,6/20/2009,StartN To Feel Sick To My Yummy Tummy  ! ...Pepto Bismo Please...,0
1768,5/3/2009,Ew driving to north carolina on tuesday ,0
1769,5/16/2009,@teddy360 Hey did you send an email with the assigment for Java 2? I didn't get anything ,0
1770,6/18/2009,"work is how Daddy makes the money. never mind he wakes up considering it as well, little sick one . ",0
1771,5/3/2009,Bio is done!!! still 500 words is left of english as well as quotes and citations...and the rest of the list ,0
1772,5/30/2009,Tiring day with all the work and sad news  sad sadder saddest....,0
1773,6/5/2009,Is this thing on?? I haven't gotten anything to my phone in over an hour ,0
1774,5/30/2009,@Jennifalconer shaun shouldn't be singing the same song as he did in auditions ,0
1775,6/15/2009,woke up and feelin lazy.. ,0
1776,6/17/2009,I hate saying goodbye to my parents...  its never easy.,0
1777,6/7/2009,now i'm listening to fast times...this doesn't compare  it saddens me,0
1778,6/15/2009,@ajaycb I tried that. Uploading photos fails  &amp; no one picks d Bangalore helpline. Link abt printing facility is missing in web page!,0
1779,6/20/2009,Leaving Hilton Head. ,0
1780,4/7/2009,was supposed to wake up at 4 so I could write and go to the gym. Well... you see the time. ,0
1781,5/28/2009,"@Gymbe4 I have a headache, too.  They suck.",0
1782,6/18/2009,Misses acting ,0
1783,6/6/2009,Still @ work  been here for 3hours now at least we can have lunch in an hour which will pass an hour. I want to go HOME!!! Its cold!!!,0
1784,4/20/2009,found a bottle of bacchus in my fridge and drank it. do these things expire? i need to stay up late to do my homework!   ,0
1785,5/10/2009,It's 6 in the morning been awake for awhile  why can't I be snuggle sleeping like JB?,0
1786,5/4/2009,going to school in a few. my elbow still hurts and my mom said i cudda died.  textme?!,0
1787,6/21/2009,Waking up from naps is the worst ,0
1788,6/25/2009,@t work  ,0
1789,6/6/2009,When I ordered 3 books off Amazon on Tuesday I figured at least one of them would make it here by the weekend.  :pout:,0
1790,4/19/2009,@twitter Waiting outside the library for it to open... I really have to pee ,0
1791,4/19/2009,Is waiting for dinner why is nobody home yet ,0
1792,6/23/2009,"@desi_this sadly, it sounds a lot better then it actually tastes ",0
1793,6/17/2009,My head hurts again  ugh and tomorrow I have to look through all my jeans boo thats boring,0
1794,5/29/2009,@mojoey  Sorry you had a bad day. Hope yer night is better,0
1795,6/18/2009,"Bricked my #iphone yesterday upgrading to OS 3.0,  recovering  data and applications   - too much virtualization can get you in trouble ",0
1796,5/31/2009,Today i was dreaming with mcfly: i went to their show and dougie wrote   an &quot;autografo&quot; for me! Amazing!!! Missing them here...  Translate,0
1797,6/20/2009,Wine then beer makes you feel queer ,0
1798,5/28/2009,Omg grr my parents left probably 15 minutes ago to belgium and typical i wake up a stupid o'clock ,0
1799,5/10/2009,@samstod My girlfriend loves tea and works at starbucks.  The brand of tea they use seems to be her least favorite.  ,0
1800,6/2/2009,Mom &amp; Dad are on a smoothie-only diet this week. 3 days and no solid food to beg for?  This is sucky.  ,0
1801,6/6/2009,@emmaxjonas I though I was one of ur favorite people ,0
1802,6/15/2009,No jones  i'm saddened Sink Into Me;,0
1803,5/17/2009,"I am not rich, but I am a true fan. Posers, riches go to the show. Not me. ",0
1804,5/3/2009,"*2 days til 26, whatcha getting me?* Had a night alone for once! WOW! I miss him though ",0
1805,6/1/2009,"should just stop worrying. she keeps taking forever, but it's probably nothing ",0
1806,6/15/2009,I hate mondays and I don't wanna call mum either   but i have to.. i think ,0
1807,6/7/2009,"Vacation in 2 weeks, Ill be gone for 10 days. Thats the longest me and megan will have gone without seeing each other since 8th grade ",0
1808,5/18/2009,@Carl360 yeah... ,0
1809,4/18/2009,"I am so tired, stayed up too late last night, Keltie and Mariah are still sleepiong, i want them to wake up niow though   ",0
1810,6/17/2009,"@hayleedee  you never text me, your just too good.",0
1811,5/16/2009,@Wreckchaser96   You thought I looked mad!,0
1812,5/29/2009,"just played like, 5 games of dota hahaha. I wanna go home ",0
1813,5/3/2009,doing &quot;5x each&quot; for mrs blanco ,0
1814,6/2/2009,Also 6 students got more %age than me! ,0
1815,6/15/2009,"Now, I'm try to loading AIVRA antivirus software via mobile internet. Tooooo slow..... ",0
1816,6/2/2009,i really wanna go to a @NKOTB concert but that'll probably never happen since they dont come to hawaii &amp; i cant go anywhere else ,0
1817,5/31/2009,"trying...emphasis on trying, to get youngest to bed...she's tired, but fighting it ",0
1818,6/5/2009,"@OdotAllen, but I can't IMAGINE seeing cr in the booth tonite on that track. ",0
1819,6/23/2009,@LADYRUMDRIK it's the swine..... lol  im sorry ur not feeling good mamash!,0
1820,5/17/2009,"@SoccermomKari - nah sorry I don't watch tv I own 1 but yea either at wrk, wrkn out, studyn, school or on my phone  but I want to learn...",0
1821,5/31/2009,@BeetleCarDriver Cool!  Thx. Only thing I don't like so far is last release??  Really?  ,0
1822,6/22/2009,@ABeautifulMind1 it is beginning to have that effect yes! Though most books do unfortunately ,0
1823,5/30/2009,Im startin 2 get kinda freaked out being here bymyself...every little spooks the shit outta me...eek! But i dnt hav nowhere else 2 go.. ,0
1824,6/18/2009,What do you do when you get the biggest (almost perfect) opportunity in hand but it's unattainable? ,0
1825,6/17/2009,"@gflores5261 how's your son?  my kids have had a few teeth pulled too, I feel so bad for them ",0
1826,6/6/2009,day is a bit of a blah dayfor me... it's the 2nd anniversary of my moms passing. ,0
1827,6/17/2009,Dev Team is taking forever to release the jailbreak software ,0
1828,5/30/2009,Hey guys really bored ,0
1829,6/17/2009,So tired and sleepy but still need to go to school! ,0
1830,5/2/2009,@smiley_steph I don't have one...  I just have the ones with their faces. haha. I can try to borrow my friends...,0
1831,6/14/2009,@Anuuum  Its k..only two more episodes..i dont want adreanna to marry naved ,0
1832,6/2/2009,I don't want to do my homework but it's already 10 o'clock! ,0
1833,5/26/2009,I'm hungry but it's too late to eat ,0
1834,6/15/2009,So tired from all the crying. Need a nap and a hug ,0
1835,6/18/2009,@RooooBee ; I can't enjoy a person who is too controlling...i dont even like Jamir anymore ,0
1836,6/18/2009,"off to bed, tomorrow have to study ",0
1837,5/3/2009,only 3 hours sleep andnow feel sick  party was good though ,0
1838,6/16/2009,at work.. my tummy hurtss ,0
1839,6/5/2009,#javaone is over ...  will we ever ever ever have another #javaone ??? ,0
1840,5/31/2009,Nadal didn't play well today. Crashes out. Makes the French Open less interesting. No possibility of a Federer Nadal rematch ,0
1841,5/22/2009,"mac, i miss you  wake up..",0
1842,6/17/2009,"@haybrianabanana @nickbalzo @samanthasin yah i think its time to cut down the penis jokes,its not that funny ",0
1843,6/6/2009,Argh!!!! Gotta go to this damn wedding shower soon ,0
1844,6/19/2009,just lost my e-meal...stomach all icky.... ,0
1845,5/14/2009,My home iMac is really really ill ,0
1846,6/17/2009,oh no! feedburner tells me I lost a subscriber yesterday. Each one of my 28 subscribers is important to me. ,0
1847,6/7/2009,*sniffle no house painting this week. Painters had bad weather and equipment failure so they are a week behind schedual ,0
1848,6/19/2009,...&quot;in pain in the membrane.&quot; ,0
1849,6/15/2009,@honeylove21 Don't I know that feeling ,0
1850,6/20/2009,@Dansjovigirl they will - this goldfish was about 5 years old ,0
1851,5/18/2009,hmmmm.... nap time? no. not yet ,0
1852,5/22/2009,Barf chronicles: i'm pretty sure i'm sick ,0
1853,5/14/2009,"Thursday, I am glad that God gave me another day I just wish that I felt like doing something with it besides sleeping, I soooo tired! ",0
1854,6/19/2009,Have to study and don't want to ,0
1855,6/5/2009,"Busyyy day. Dress fitting/pick up wedding dress (T-22 Days!!), meet with officiant, work a double 6pm-4am. ",0
1856,6/19/2009,I hate storms ,0
1857,6/1/2009,"@minekim thanx looks yummy, now i have a sweet tooth and i already went shopping  i'll hunt down my house for chocolate. must find foodz",0
1858,6/1/2009,"@JennyPie26 4 some reason I am watching it right now  but please don't tell anybody, lol",0
1859,5/31/2009,Ouch! Sun burn ,0
1860,6/6/2009,my head is killing me. everyone is speaking loudly and the neighbours won't stop fighting. this is not my morning. ,0
1861,6/17/2009,@garrymullen not yet but a bunch more ppl I know did so it's likely next week or the week after  so if you need any help Im volunteering.,0
1862,5/29/2009,@Jaz_paige aww hey! I didn't know this was you! LOL. I'm sick. No outtie for me. ,0
